EmployeeNumber,Satisfaction,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
733,1,27,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,3,3,Manufacturing Director,8793,1,No,4,40.0,2,4,2,9,7,1,7
33,0,32,Travel_Frequently,Research & Development,16,1,Life Sciences,Female,1,1,Research Scientist,3919,1,Yes,4,40.0,0,5,3,10,2,6,7
1281,1,34,Travel_Rarely,Sales,2,3,Marketing,Female,3,2,Sales Executive,4538,0,Yes,3,40.0,0,3,3,3,2,0,2
1952,1,26,Travel_Rarely,Research & Development,1,3,Medical,Male,3,1,Laboratory Technician,2867,0,No,3,40.0,0,6,2,7,7,7,6
1909,1,41,Travel_Rarely,Sales,8,3,Marketing,Female,3,2,Sales Executive,4393,5,No,4,40.0,1,3,3,5,4,1,4
399,1,31,Travel_Frequently,Sales,5,3,Marketing,Female,3,1,Sales Representative,2789,1,No,3,40.0,1,5,2,2,2,2,2
1502,1,33,Travel_Rarely,Research & Development,4,4,Medical,Female,2,1,Laboratory Technician,3838,8,No,3,40.0,0,5,3,5,4,0,2
419,1,36,Non-Travel,Research & Development,24,4,Life Sciences,Female,3,2,Laboratory Technician,5674,7,No,3,40.0,1,3,3,9,8,0,8
463,1,29,Travel_Rarely,Sales,10,1,Marketing,Female,2,2,Sales Executive,8268,1,Yes,3,40.0,2,2,3,7,7,1,7
1448,1,41,Travel_Rarely,Research & Development,5,5,Medical,Male,4,1,Research Scientist,2127,2,Yes,3,40.0,0,5,2,4,2,0,3
648,0,30,Travel_Frequently,Sales,12,4,Life Sciences,Male,2,1,Sales Representative,2033,1,No,3,40.0,1,2,4,1,0,0,0
1117,1,45,Non-Travel,Sales,9,4,Life Sciences,Female,2,2,Sales Executive,5593,1,No,3,40.0,1,2,3,15,10,4,12
97,1,36,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,4,1,Laboratory Technician,3038,3,No,3,40.0,0,3,3,1,0,0,0
1762,1,29,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,2,1,Research Scientist,2109,1,No,3,40.0,1,2,3,1,0,0,0
1066,1,40,Travel_Rarely,Sales,26,3,Marketing,Male,3,2,Sales Executive,8396,1,No,3,40.0,1,3,2,7,7,7,5
1298,1,30,Non-Travel,Research & Development,9,2,Medical,Female,3,2,Manufacturing Director,4695,7,Yes,3,40.0,0,3,3,8,4,1,7
731,1,41,Travel_Rarely,Human Resources,10,4,Human Resources,Male,2,5,Manager,19141,3,No,3,40.0,3,2,2,21,6,12,6
112,1,56,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,3,Manufacturing Director,7260,4,No,3,40.0,0,3,2,6,4,0,2
799,1,54,Travel_Rarely,Research & Development,19,4,Medical,Female,3,2,Manufacturing Director,5485,9,Yes,3,40.0,2,4,3,5,3,1,4
429,1,39,Travel_Rarely,Research & Development,10,1,Medical,Male,3,4,Manager,17068,1,Yes,3,40.0,0,3,3,21,9,11,10
1019,1,22,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,1,Laboratory Technician,2451,1,No,3,40.0,1,3,2,4,3,1,1
544,1,45,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,3,1,Research Scientist,2654,3,No,4,40.0,2,3,2,2,2,0,2
1947,1,28,Non-Travel,Research & Development,16,3,Medical,Male,3,1,Research Scientist,2144,1,No,3,40.0,0,3,2,5,3,1,4
1542,1,42,Travel_Rarely,Research & Development,2,3,Medical,Male,2,1,Laboratory Technician,4841,4,No,3,40.0,1,3,3,1,0,0,0
1278,1,55,Non-Travel,Research & Development,8,1,Medical,Male,2,4,Healthcare Representative,13577,1,Yes,3,40.0,1,3,3,33,9,15,0
939,1,33,Travel_Rarely,Research & Development,1,4,Other,Male,2,1,Research Scientist,2799,3,Yes,3,40.0,0,1,3,3,2,0,2
538,0,25,Travel_Rarely,Research & Development,3,3,Medical,Male,3,1,Laboratory Technician,4031,5,No,3,40.0,1,5,3,2,2,0,2
1687,1,38,Travel_Rarely,Research & Development,4,2,Medical,Female,3,1,Laboratory Technician,3306,7,No,3,40.0,1,5,2,0,0,0,0
1118,1,52,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,3,Healthcare Representative,10445,7,No,3,40.0,0,4,3,8,6,4,0
176,1,41,Travel_Rarely,Sales,9,1,Life Sciences,Male,3,3,Sales Executive,8189,3,Yes,3,40.0,1,2,3,9,7,0,7
1659,1,36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,1,Laboratory Technician,2013,2,No,3,40.0,0,4,3,4,3,1,3
1970,1,33,Travel_Frequently,Research & Development,7,2,Life Sciences,Male,3,2,Healthcare Representative,5968,1,No,4,40.0,3,2,3,9,7,2,8
998,1,33,Travel_Frequently,Research & Development,1,4,Other,Female,4,2,Healthcare Representative,5488,1,Yes,3,40.0,1,2,3,6,5,1,2
64,0,48,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,3,Laboratory Technician,5381,9,Yes,3,40.0,0,2,3,1,0,0,0
518,1,37,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,3,2,Manufacturing Director,4197,2,Yes,3,40.0,0,2,2,1,0,0,1
424,1,31,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,2,Human Resources,6410,3,No,3,40.0,0,1,3,2,2,1,0
1483,1,57,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,2,Research Scientist,4900,0,No,4,40.0,1,2,2,12,9,2,8
1621,1,35,Travel_Rarely,Research & Development,18,5,Life Sciences,Male,4,2,Research Scientist,5208,1,No,3,40.0,0,2,3,16,15,1,10
1045,1,45,Travel_Rarely,Sales,11,2,Life Sciences,Female,3,4,Manager,17650,3,No,3,40.0,1,4,4,9,3,1,1
1836,1,26,Travel_Rarely,Sales,10,3,Medical,Male,3,2,Sales Executive,4684,1,No,3,40.0,0,4,3,5,3,1,2
1818,0,26,Travel_Rarely,Human Resources,20,2,Medical,Female,3,1,Human Resources,2148,0,Yes,3,40.0,0,3,3,5,1,1,4
1678,1,41,Travel_Rarely,Sales,23,2,Life Sciences,Male,3,3,Sales Executive,7082,3,Yes,3,40.0,0,2,3,2,0,0,2
1933,0,28,Travel_Rarely,Sales,13,2,Marketing,Female,3,2,Sales Executive,9854,3,Yes,3,40.0,0,0,3,2,0,2,2
421,1,38,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,2,3,Research Director,12061,3,No,3,40.0,1,2,3,10,8,0,1
359,1,32,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,4,1,Laboratory Technician,2794,1,No,4,40.0,0,3,1,5,1,0,3
448,1,43,Travel_Frequently,Research & Development,10,4,Life Sciences,Female,2,2,Laboratory Technician,5257,1,No,3,40.0,1,3,4,9,7,0,0
1085,1,41,Travel_Rarely,Research & Development,7,2,Technical Degree,Female,4,1,Research Scientist,3376,1,No,3,40.0,0,3,3,10,6,0,8
1692,0,32,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,1,Laboratory Technician,1393,1,No,3,40.0,0,2,3,1,0,0,0
2061,1,36,Travel_Frequently,Research & Development,23,2,Medical,Male,4,2,Laboratory Technician,2571,4,No,3,40.0,1,3,3,5,2,0,3
1383,1,34,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,3,2,Healthcare Representative,6687,1,No,3,40.0,0,2,4,14,11,4,11
1352,1,51,Travel_Rarely,Human Resources,5,3,Life Sciences,Male,3,4,Manager,14026,1,Yes,3,40.0,1,2,3,33,9,0,10
1256,1,49,Travel_Rarely,Research & Development,4,2,Medical,Male,2,5,Manager,18711,2,No,3,40.0,1,2,4,1,0,0,0
77,1,37,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,2,Manufacturing Director,5993,1,No,3,40.0,1,2,4,7,5,0,7
994,0,29,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,2,1,Research Scientist,2404,6,Yes,4,40.0,0,5,3,0,0,0,0
456,1,30,Travel_Rarely,Sales,5,3,Marketing,Female,2,2,Sales Executive,6118,1,No,3,40.0,3,2,3,10,9,1,2
1657,1,20,Travel_Rarely,Sales,2,3,Medical,Female,3,1,Sales Representative,2783,1,No,3,40.0,0,3,3,2,2,2,2
57,1,30,Travel_Frequently,Research & Development,1,2,Medical,Female,3,2,Laboratory Technician,4011,1,No,4,40.0,0,2,3,12,8,3,7
967,0,36,Travel_Rarely,Sales,3,1,Life Sciences,Male,2,3,Sales Executive,10325,1,Yes,3,40.0,1,6,3,16,7,3,7
1188,0,43,Travel_Rarely,Sales,9,3,Marketing,Female,1,2,Sales Executive,5346,8,No,3,40.0,0,2,2,4,3,1,3
1264,1,29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,4,Research Director,16124,3,No,3,40.0,2,2,2,7,7,1,7
1865,1,29,Travel_Rarely,Human Resources,6,1,Medical,Male,2,1,Human Resources,2804,1,No,3,40.0,0,3,3,1,0,0,0
874,1,44,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,4,1,Laboratory Technician,2818,2,Yes,4,40.0,1,2,2,3,2,0,2
1026,1,39,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,2,4,Manufacturing Director,12742,1,No,3,40.0,1,3,3,21,6,11,8
1012,1,18,Non-Travel,Research & Development,5,2,Life Sciences,Male,3,1,Research Scientist,1051,1,No,3,40.0,0,2,3,0,0,0,0
1745,1,30,Travel_Frequently,Research & Development,2,4,Technical Degree,Female,2,1,Research Scientist,4968,0,No,3,40.0,0,2,3,9,7,0,7
930,1,28,Travel_Rarely,Research & Development,9,3,Medical,Female,3,1,Research Scientist,2377,5,No,3,40.0,1,2,3,2,2,2,2
1755,1,34,Travel_Rarely,Research & Development,2,4,Medical,Male,4,1,Research Scientist,2932,0,Yes,3,40.0,3,3,3,5,0,1,2
1862,0,32,Travel_Rarely,Sales,2,4,Marketing,Male,2,2,Sales Executive,9907,7,Yes,3,40.0,0,3,2,2,2,2,2
573,1,60,Travel_Frequently,Sales,28,3,Marketing,Female,2,3,Sales Executive,10266,4,No,3,40.0,0,5,4,18,13,13,11
683,1,34,Travel_Rarely,Research & Development,1,5,Life Sciences,Male,3,1,Research Scientist,2691,1,No,3,40.0,1,4,2,10,9,8,8
1721,1,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,1,Laboratory Technician,3477,1,No,3,40.0,1,2,4,5,2,0,3
84,1,55,Travel_Rarely,Research & Development,8,3,Medical,Female,3,4,Manager,14756,2,Yes,3,40.0,3,2,3,5,0,0,2
514,0,30,Travel_Frequently,Research & Development,4,3,Technical Degree,Male,3,1,Research Scientist,2285,9,Yes,4,40.0,0,4,3,1,0,0,0
1780,0,21,Travel_Rarely,Sales,7,1,Marketing,Male,3,1,Sales Representative,2679,1,No,3,40.0,0,3,3,1,0,1,0
1033,0,37,Travel_Rarely,Research & Development,11,2,Medical,Female,1,2,Healthcare Representative,4777,5,No,3,40.0,0,2,1,1,0,0,0
362,1,32,Travel_Rarely,Research & Development,2,1,Technical Degree,Male,2,2,Laboratory Technician,2176,4,No,3,40.0,0,5,3,6,2,0,4
712,1,48,Travel_Rarely,Sales,2,1,Marketing,Male,4,2,Sales Executive,8120,3,No,3,40.0,0,3,3,2,2,2,2
303,1,54,Travel_Rarely,Sales,3,3,Marketing,Female,3,2,Sales Executive,5940,2,No,3,40.0,1,4,3,6,2,0,5
763,1,40,Travel_Rarely,Research & Development,2,1,Medical,Female,2,1,Research Scientist,2342,0,Yes,4,40.0,0,2,2,4,2,2,3
710,1,29,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,1,1,Research Scientist,2720,1,No,3,40.0,1,5,3,10,7,2,8
899,1,35,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,2,3,Manufacturing Director,10903,3,No,3,40.0,0,2,3,13,10,4,8
1654,1,39,Travel_Rarely,Research & Development,12,3,Medical,Male,3,2,Manufacturing Director,5295,4,No,4,40.0,0,3,3,5,4,1,0
1680,1,20,Travel_Rarely,Sales,9,1,Life Sciences,Male,3,1,Sales Representative,2728,1,No,3,40.0,0,3,3,2,2,0,2
1431,1,34,Travel_Frequently,Research & Development,1,4,Other,Male,3,1,Research Scientist,2996,5,No,3,40.0,2,2,3,4,3,1,3
208,1,29,Non-Travel,Research & Development,1,1,Technical Degree,Male,3,2,Manufacturing Director,4319,1,No,3,40.0,1,1,3,10,7,0,9
315,0,29,Travel_Rarely,Research & Development,18,1,Medical,Male,2,1,Research Scientist,2389,1,Yes,3,40.0,0,3,2,4,3,0,1
1886,1,35,Travel_Rarely,Research & Development,16,2,Other,Female,2,2,Manufacturing Director,4788,0,Yes,3,40.0,0,2,3,3,2,0,2
1935,1,56,Travel_Rarely,Sales,11,5,Marketing,Female,2,2,Sales Executive,5380,4,No,3,40.0,1,3,3,0,0,0,0
1073,1,36,Travel_Rarely,Research & Development,12,5,Medical,Female,2,3,Manufacturing Director,8858,0,No,3,40.0,0,2,2,14,8,7,8
1867,1,48,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,2,5,Research Director,19665,4,No,3,40.0,0,3,3,22,10,12,9
1175,0,28,Travel_Rarely,Research & Development,12,1,Life Sciences,Female,3,1,Laboratory Technician,2515,1,Yes,3,40.0,0,4,2,1,1,0,0
269,1,35,Travel_Frequently,Research & Development,2,3,Medical,Female,3,2,Laboratory Technician,4425,5,No,3,40.0,0,5,3,6,2,1,2
1443,1,47,Travel_Rarely,Research & Development,2,4,Medical,Female,3,4,Research Director,17169,3,No,3,40.0,2,2,4,20,17,5,6
1618,1,39,Travel_Rarely,Research & Development,10,5,Medical,Male,3,2,Manufacturing Director,5377,2,No,3,40.0,3,3,3,7,7,7,7
933,1,27,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,3,1,Research Scientist,2318,1,No,3,40.0,0,2,3,1,1,0,0
1150,1,29,Travel_Rarely,Research & Development,8,1,Medical,Male,2,2,Manufacturing Director,5056,1,Yes,3,40.0,1,2,2,10,7,1,2
590,0,34,Travel_Frequently,Human Resources,23,3,Human Resources,Female,3,3,Human Resources,9950,9,Yes,3,40.0,3,2,3,3,2,0,2
1405,0,27,Travel_Rarely,Research & Development,17,4,Life Sciences,Female,3,1,Research Scientist,2394,1,Yes,3,40.0,0,2,3,8,2,7,7
838,1,34,Travel_Frequently,Research & Development,16,4,Life Sciences,Female,2,1,Research Scientist,2553,1,No,3,40.0,0,3,3,5,2,1,3
1860,1,42,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,3,1,Laboratory Technician,3968,4,No,3,40.0,0,3,3,0,0,0,0
121,1,30,Travel_Rarely,Sales,4,2,Medical,Female,2,2,Sales Executive,5209,1,Yes,3,40.0,3,4,2,11,8,2,7
947,1,31,Non-Travel,Sales,20,2,Marketing,Female,3,2,Sales Executive,6932,1,No,3,40.0,1,2,2,9,8,0,0
567,1,30,Non-Travel,Sales,22,4,Other,Female,3,3,Sales Executive,8412,0,No,3,40.0,0,3,3,9,8,7,8
895,1,31,Travel_Rarely,Research & Development,11,4,Life Sciences,Male,3,1,Research Scientist,2356,3,Yes,3,40.0,1,2,3,6,4,0,2
1371,1,27,Travel_Frequently,Sales,2,1,Life Sciences,Male,1,2,Sales Executive,5071,3,No,4,40.0,0,3,3,6,2,0,0
1318,0,40,Travel_Rarely,Sales,25,4,Marketing,Male,2,3,Sales Executive,9094,2,Yes,3,40.0,0,2,3,5,4,1,0
1967,0,31,Travel_Frequently,Sales,26,4,Marketing,Male,3,2,Sales Executive,5617,1,Yes,3,40.0,0,4,3,10,7,0,8
1998,1,42,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,3,2,Research Scientist,5410,6,Yes,3,40.0,1,3,2,4,3,1,2
1038,0,52,Travel_Rarely,Sales,2,1,Marketing,Female,1,5,Manager,19845,1,No,3,40.0,1,3,3,32,14,6,9
850,1,27,Non-Travel,Research & Development,3,3,Medical,Male,3,1,Research Scientist,1706,1,No,3,40.0,3,6,2,0,0,0,0
1304,1,32,Travel_Rarely,Sales,8,3,Medical,Male,4,2,Sales Executive,6209,1,No,3,40.0,2,4,4,10,7,0,8
716,1,50,Travel_Rarely,Research & Development,28,1,Medical,Male,4,1,Laboratory Technician,3221,1,Yes,3,40.0,3,3,3,20,8,3,8
1588,1,39,Travel_Rarely,Sales,6,3,Medical,Male,4,3,Sales Executive,8237,2,No,3,40.0,1,3,3,7,6,7,6
833,1,30,Travel_Rarely,Research & Development,2,3,Medical,Female,2,2,Manufacturing Director,6877,5,Yes,4,40.0,0,4,2,0,0,0,0
789,1,36,Non-Travel,Sales,8,4,Life Sciences,Male,2,3,Sales Executive,7587,1,No,3,40.0,0,1,3,10,7,0,9
729,1,40,Travel_Frequently,Sales,5,4,Life Sciences,Male,2,3,Sales Executive,10475,5,Yes,4,40.0,1,2,3,18,13,1,12
1704,1,35,Travel_Frequently,Research & Development,2,4,Medical,Male,2,1,Research Scientist,4930,0,Yes,3,40.0,0,2,4,5,4,1,4
602,1,39,Travel_Frequently,Research & Development,8,1,Life Sciences,Female,3,1,Laboratory Technician,3755,1,No,3,40.0,1,3,3,8,3,0,7
522,1,54,Travel_Rarely,Research & Development,5,2,Medical,Male,3,5,Research Director,19406,4,No,3,40.0,1,4,2,4,2,1,2
564,1,29,Travel_Rarely,Research & Development,3,4,Medical,Male,2,3,Research Director,11935,1,No,3,40.0,0,2,3,10,2,0,7
1374,1,34,Non-Travel,Research & Development,26,1,Technical Degree,Female,2,1,Research Scientist,2029,1,No,4,40.0,3,2,3,5,4,0,0
1824,1,58,Non-Travel,Sales,2,3,Medical,Male,3,4,Manager,16291,4,No,4,40.0,1,0,2,16,9,14,14
1419,1,29,Travel_Rarely,Human Resources,17,3,Other,Male,2,3,Human Resources,7988,1,No,3,40.0,0,3,2,10,9,0,9
1727,1,46,Travel_Rarely,Research & Development,13,4,Life Sciences,Male,3,2,Healthcare Representative,5562,6,No,3,40.0,0,3,3,10,7,0,9
521,1,40,Travel_Rarely,Research & Development,2,3,Medical,Female,2,2,Laboratory Technician,3448,6,No,4,40.0,1,3,3,1,0,0,0
1210,0,41,Non-Travel,Research & Development,5,2,Life Sciences,Male,2,1,Research Scientist,2107,6,No,3,40.0,1,2,1,1,0,0,0
869,1,28,Travel_Rarely,Human Resources,8,2,Medical,Male,2,1,Human Resources,4936,1,No,3,40.0,1,6,3,5,1,0,4
307,1,38,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,3,Sales Executive,10609,0,No,3,40.0,2,6,2,16,10,5,13
346,1,29,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,3,1,Research Scientist,2340,1,No,3,40.0,0,1,3,6,5,1,5
2017,1,37,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,3,Research Director,13744,1,Yes,4,40.0,1,2,3,16,11,6,8
334,1,41,Travel_Rarely,Research & Development,19,2,Life Sciences,Male,3,2,Research Scientist,3072,2,No,3,40.0,2,2,2,1,0,0,0
595,1,48,Travel_Rarely,Sales,2,5,Marketing,Female,3,2,Sales Executive,4051,2,No,3,40.0,1,2,3,9,7,6,7
2065,1,49,Travel_Frequently,Sales,2,3,Medical,Male,2,2,Sales Executive,5390,2,No,3,40.0,0,3,2,9,6,0,8
103,1,46,Travel_Rarely,Human Resources,5,2,Medical,Male,3,2,Human Resources,5021,8,Yes,4,40.0,1,2,3,4,2,0,2
1648,1,27,Travel_Frequently,Research & Development,2,3,Medical,Male,3,1,Research Scientist,2580,2,No,3,40.0,0,0,2,4,2,1,2
1975,1,39,Travel_Rarely,Sales,15,4,Marketing,Male,3,4,Sales Executive,13341,0,No,3,40.0,0,3,3,20,8,11,10
1710,1,36,Travel_Rarely,Sales,2,4,Life Sciences,Female,3,2,Sales Representative,4502,3,No,3,40.0,0,2,2,13,7,6,7
2003,1,35,Travel_Rarely,Research & Development,11,4,Medical,Male,3,1,Laboratory Technician,2660,7,Yes,3,40.0,1,3,3,2,2,2,2
1554,1,35,Travel_Rarely,Sales,28,4,Life Sciences,Female,2,1,Sales Representative,2430,0,No,4,40.0,2,5,3,5,3,4,2
1969,1,54,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,3,2,Research Scientist,2897,3,No,3,40.0,2,6,2,4,3,2,3
1070,1,54,Travel_Rarely,Sales,2,4,Life Sciences,Female,2,3,Sales Executive,10686,6,No,3,40.0,1,4,3,9,4,7,0
501,1,36,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,3,1,Research Scientist,2543,4,No,3,40.0,1,3,3,2,2,2,2
1928,0,29,Travel_Frequently,Sales,24,3,Technical Degree,Male,4,1,Sales Representative,1091,1,No,3,40.0,0,3,3,1,0,0,0
286,1,36,Travel_Frequently,Research & Development,18,1,Medical,Female,3,1,Laboratory Technician,2153,1,No,3,40.0,0,2,3,8,1,1,7
49,1,35,Travel_Rarely,Sales,2,3,Marketing,Female,3,1,Sales Representative,2014,1,No,3,40.0,0,3,3,2,2,2,2
2037,1,41,Travel_Rarely,Sales,3,3,Life Sciences,Male,2,2,Sales Executive,8938,2,No,3,40.0,1,5,3,5,4,0,4
1581,1,26,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,3,1,Research Scientist,2061,1,No,4,40.0,0,5,3,1,0,0,0
868,1,37,Travel_Rarely,Sales,16,4,Marketing,Male,2,2,Sales Executive,6334,4,No,3,40.0,2,2,3,1,0,0,0
455,1,29,Travel_Rarely,Research & Development,9,5,Other,Male,2,1,Laboratory Technician,3983,0,No,3,40.0,0,2,3,3,2,2,2
1599,1,43,Travel_Rarely,Research & Development,27,3,Technical Degree,Male,4,1,Laboratory Technician,4876,5,No,3,40.0,1,0,3,6,4,0,2
529,1,37,Non-Travel,Research & Development,25,5,Medical,Female,3,2,Research Scientist,4449,3,Yes,3,40.0,2,2,3,13,11,10,7
1280,1,46,Travel_Rarely,Sales,4,2,Marketing,Female,2,5,Manager,18789,2,No,3,40.0,1,2,3,11,4,0,8
110,1,34,Travel_Rarely,Research & Development,1,2,Medical,Male,3,2,Manufacturing Director,4325,1,No,3,40.0,0,2,3,5,2,1,3
205,1,53,Travel_Rarely,Sales,6,2,Marketing,Male,3,2,Sales Representative,2306,2,Yes,4,40.0,1,3,1,7,7,4,5
720,0,24,Travel_Rarely,Sales,3,2,Life Sciences,Female,3,2,Sales Executive,4577,9,No,3,40.0,0,3,3,2,2,2,0
1377,1,34,Travel_Rarely,Research & Development,29,3,Medical,Male,3,2,Laboratory Technician,5429,4,No,3,40.0,2,1,3,8,7,7,7
1269,1,19,Travel_Rarely,Research & Development,25,3,Life Sciences,Female,4,1,Research Scientist,2994,1,Yes,3,40.0,0,2,3,1,0,0,1
1763,1,30,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,4,2,Healthcare Representative,5294,3,No,3,40.0,1,3,3,7,0,1,7
417,1,39,Travel_Rarely,Research & Development,1,3,Medical,Male,4,3,Healthcare Representative,9613,0,No,3,40.0,3,5,2,18,10,3,7
734,1,41,Travel_Rarely,Human Resources,1,3,Human Resources,Male,2,5,Manager,19189,1,No,3,40.0,1,3,3,22,7,2,10
1427,0,31,Travel_Frequently,Sales,1,4,Life Sciences,Female,1,1,Sales Representative,1359,1,No,3,40.0,0,3,3,1,0,0,0
1484,1,49,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,3,Healthcare Representative,10466,3,No,3,40.0,2,3,3,8,7,0,7
1233,1,60,Travel_Rarely,Sales,7,4,Marketing,Male,4,2,Sales Executive,5220,0,Yes,3,40.0,1,3,3,11,7,1,9
1215,1,50,Travel_Frequently,Research & Development,2,3,Medical,Female,3,4,Manager,17856,2,No,4,40.0,1,3,3,2,2,2,2
1812,1,39,Travel_Frequently,Sales,20,3,Life Sciences,Male,3,2,Sales Executive,4127,2,No,3,40.0,1,6,3,2,1,2,2
1486,0,28,Travel_Frequently,Sales,1,3,Technical Degree,Male,3,1,Sales Representative,2909,3,No,3,40.0,1,3,4,3,2,1,2
1864,1,27,Travel_Rarely,Sales,23,1,Medical,Female,2,2,Sales Representative,3540,1,No,4,40.0,1,5,3,9,8,5,8
1544,1,29,Travel_Rarely,Research & Development,8,1,Other,Female,1,2,Healthcare Representative,9715,3,No,3,40.0,1,3,3,7,7,0,7
420,1,32,Travel_Rarely,Sales,7,3,Life Sciences,Male,2,2,Sales Executive,5484,1,No,3,40.0,1,3,2,13,8,4,8
659,1,42,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,2,Healthcare Representative,4089,1,No,3,40.0,2,4,3,10,2,2,2
2020,1,44,Travel_Rarely,Research & Development,1,3,Medical,Male,3,1,Research Scientist,2436,6,Yes,3,40.0,0,2,3,4,3,1,2
1948,1,31,Non-Travel,Research & Development,3,2,Medical,Male,3,1,Research Scientist,3065,1,Yes,3,40.0,1,3,4,4,2,2,3
102,1,37,Travel_Rarely,Research & Development,7,4,Medical,Male,3,3,Research Director,13664,4,No,3,40.0,0,3,4,5,2,0,2
1782,1,38,Travel_Rarely,Research & Development,6,2,Other,Female,2,1,Laboratory Technician,3702,1,No,3,40.0,1,3,3,5,4,0,4
1286,1,28,Travel_Frequently,Research & Development,1,4,Medical,Male,3,1,Laboratory Technician,2154,0,Yes,3,40.0,0,2,2,4,2,0,2
52,1,33,Travel_Frequently,Sales,1,3,Life Sciences,Female,4,2,Sales Executive,5376,2,No,3,40.0,2,3,3,5,3,1,3
183,1,25,Travel_Rarely,Sales,28,3,Life Sciences,Male,2,2,Sales Executive,8639,2,No,3,40.0,0,3,3,2,2,2,2
243,0,19,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,1,Laboratory Technician,1102,1,No,4,40.0,0,3,2,1,0,1,0
1402,1,43,Travel_Rarely,Research & Development,6,3,Medical,Female,2,2,Research Scientist,4081,1,Yes,3,40.0,0,3,1,20,7,1,8
54,1,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,1,Laboratory Technician,2341,1,No,3,40.0,1,6,3,1,0,0,0
223,1,57,Travel_Rarely,Research & Development,24,2,Life Sciences,Male,4,3,Healthcare Representative,9439,3,Yes,3,40.0,1,2,1,5,3,1,4
916,1,28,Travel_Rarely,Sales,5,4,Medical,Male,3,2,Sales Executive,4908,1,No,3,40.0,0,3,3,4,2,0,2
580,1,46,Travel_Rarely,Sales,10,3,Marketing,Female,2,3,Sales Executive,9071,2,Yes,3,40.0,1,3,3,3,2,1,2
1114,1,33,Travel_Frequently,Sales,7,3,Life Sciences,Female,3,2,Sales Executive,4302,0,No,3,40.0,1,3,3,3,2,0,2
1976,1,42,Non-Travel,Research & Development,23,2,Life Sciences,Male,2,2,Research Scientist,4332,1,No,3,40.0,0,2,3,20,9,3,7
1803,1,42,Travel_Rarely,Research & Development,13,3,Medical,Male,4,2,Healthcare Representative,5538,5,No,3,40.0,2,2,2,0,0,0,0
26,1,24,Non-Travel,Research & Development,11,2,Other,Female,4,2,Manufacturing Director,4011,0,No,3,40.0,1,5,2,4,2,1,3
1334,1,42,Non-Travel,Research & Development,2,1,Life Sciences,Male,3,4,Manager,17861,0,Yes,3,40.0,0,3,2,20,8,2,10
125,1,32,Travel_Rarely,Sales,6,4,Medical,Male,3,2,Sales Executive,5010,1,No,3,40.0,0,0,3,11,8,5,7
1043,1,39,Travel_Frequently,Research & Development,22,3,Medical,Female,3,3,Manufacturing Director,10880,1,Yes,3,40.0,0,2,3,21,6,2,8
131,1,58,Travel_Rarely,Sales,10,4,Medical,Male,3,4,Sales Executive,13872,0,No,3,40.0,0,1,2,37,10,1,8
